"individualID","uid","date","eventID","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","remarks","obsYear"
"NEON.PLA.D16.ABBY.06003","000549ab-c283-4c33-bb6f-9e3a75c6ca70",2021-06-03,NA,"Young leaves","yes","Number of young leaves present","11 to 100",NA,2021
"NEON.PLA.D16.ABBY.06138","bfee2048-ac95-4a78-8e80-389cecee0382",2021-06-03,NA,"Open flowers","uncertain","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,"Male and female catkins uncertain if open",2021
"NEON.PLA.D16.ABBY.06162","870b46a7-5ccf-4625-a13d-67cdb94ae83d",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06153","b21013fa-a3d4-42c4-beec-1ffebe5b563d",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06299","ba51deeb-d3b3-4a74-a12a-6c61d0003596",2021-06-03,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06015","80b1d359-6e9c-4b55-85e9-f4c3d95146f4",2021-06-03,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06294","4183870a-902a-4e2a-b543-d7410c2c8fda",2021-06-03,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06138","4d585151-c58f-48b5-b763-06a0674c573a",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%","Male and female catkins uncertain if open",2021
"NEON.PLA.D16.ABBY.06007","69abbf2a-ace4-4931-9c9b-27dbc555cf18",2021-06-03,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open","5-24%",NA,2021
"NEON.PLA.D16.ABBY.06167","ebd2bfb3-0606-448d-87b1-b706824c1b7a",2021-06-03,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06282","1cf128e7-dad2-4e07-b3fa-b178fe794150",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06120","3fb3b441-58c0-47e0-a11a-656faf02e118",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06130","e9a78c30-5093-423d-afb0-168aa897b389",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06132","148b421d-4375-446b-97b8-2c95fb838bf2",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06119","d90f4c48-013a-405c-8cff-3bd99695b1b2",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06074","f735c8e9-845e-417a-b6fe-aef030a7a041",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06146","e85ab146-b847-459a-9fef-c52dc3505f1b",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06164","458e3cff-72e0-4d94-a3e2-3b56e0f5b6b9",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06140","ae328b37-eef4-403b-a730-9598b9a947f0",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06165","184052da-a459-4c11-b585-5ad525738b0b",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06130","0305d27a-2236-4404-9555-7c4dae2f72fb",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06169","31136a7b-c418-4983-b2fa-dc40c4b6984e",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06128","0efaa618-b2c0-4c32-845f-dc27033ba080",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06163","f7134f9e-1aca-484e-97cd-226a540a9789",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06052","27b727a9-c277-4898-a93a-58909e361833",2021-06-03,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06295","b524fe4d-8de2-4e51-a308-70f6145b2774",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06134","4c509378-5883-4839-93a4-e78d59984c68",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,"Individual to right of transect",2021
"NEON.PLA.D16.ABBY.06141","32c7a61c-52f5-4afc-a3da-cae793a5720a",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06015","ac04c790-ac5a-44ed-bb2c-9e12edb73e29",2021-06-03,NA,"Breaking needle buds","yes","Number of breaking buds","< 3",NA,2021
"NEON.PLA.D16.ABBY.06285","b2b8c01f-6c90-4c16-8bbd-2febb0a18b91",2021-06-03,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06164","f4be6017-fae8-4305-a21a-c92b9b936477",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06091","f0519c05-e121-4168-8953-86b8a156f513",2021-06-03,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06165","408c9ab9-52f8-4673-aaa1-fd247ac188ba",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06128","847fbd5e-82dd-408e-8aea-159b3f8c5339",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06147","7e100797-f1c5-4c7f-8867-653e75c5f859",2021-06-03,NA,"Young leaves","yes","Number of young leaves present","101 to 1000",NA,2021
"NEON.PLA.D16.ABBY.06294","7ea765a1-527a-484d-9a39-6a626355937e",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06145","7094395d-cf58-4cfc-a897-ecb5f07ba135",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06140","fd296873-6029-41ab-9a9d-82e67a9c4127",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06163","236917bc-73ad-44e8-b8c4-f98b70c4080b",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06297","2e3dd494-d230-4415-81f9-1252cb3b2467",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06285","8eda6c4e-50b4-44bc-95e8-ad0b0ed91d3e",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06143","63523d96-4a11-4224-9d1d-7a49b0336f2e",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06114","713fb208-30cb-47fd-85b1-2a7e5aafa23e",2021-06-03,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06143","aea08656-719d-4c31-a988-ba385e6539fa",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06141","62e2355b-308f-4211-ab3f-ff294f08d832",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06033","9c79d283-ec37-45d6-829b-46b05684ff91",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06162","cdb40c32-76bd-48bd-9047-dbd464bf5389",2021-06-03,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06118","15c2ac30-097c-4bee-bda7-7f99f5e11423",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06131","815a4059-2c9e-4409-9dce-b62ce2af561c",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06162","d9398dd9-8a56-4a75-a374-e836996de9b3",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06163","a8017696-3224-450b-b8ea-d5093eb09373",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06300","41a845e2-bc46-47f4-8147-cbfa55803342",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06007","060e6bba-ebca-44bb-80e1-c0eeb41101cb",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06160","d9f16dda-480b-4715-9dfb-c906e62b1074",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06132","b92e6c43-0e14-4e63-8549-d656ddb3f081",2021-06-03,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",">= 95%",NA,2021
"NEON.PLA.D16.ABBY.06154","333981da-9258-4bcd-af41-a5d7b559d163",2021-06-03,NA,"Young leaves","yes","Number of young leaves present","101 to 1000",NA,2021
"NEON.PLA.D16.ABBY.06102","5e8fa834-fb74-4f7a-bb41-4809e23cd38d",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06135","a8d62e09-65f1-4ac4-a46a-d92cd06b4e50",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06112","3e578fc9-6b5e-4423-af14-7334cc636b81",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06033","fae9541e-3ab0-4833-bce4-f168e943e6ef",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06177","7ae48b3f-8045-41f1-9d5a-6c4484f6d7e9",2021-06-03,NA,"Young needles","yes","Number of young needles present","> 10000",NA,2021
"NEON.PLA.D16.ABBY.06133","42b61207-bb17-4491-b77a-d8b294f8b4d5",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%",NA,2021
"NEON.PLA.D16.ABBY.06149","3e3532c7-a90b-4cf3-9a17-a82b9312c673",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06156","c9d5d8f3-2f83-4eaf-99e5-2ba6e9541d60",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06046","b370732b-4e67-4f0d-b8b2-359dffb0fe2a",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06165","aa3743e5-2713-4b6d-aea1-4e7d8d9a5993",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06142","63b179c1-26df-4c27-bb07-1d8ba8e91d64",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06130","76f9064f-290c-4a9a-b490-486f9aeed2c7",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06160","3e97123b-79b0-4114-8156-cdab43aba0f6",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06142","5ab1e8c5-a088-47d1-a7ad-da7803d6d1ba",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06120","57b9ca8a-3bce-42e0-a4dd-5e05e61051c4",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06138","88b13ba3-f2c8-49c3-ab6e-7473a3749940",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,"Male and female catkins uncertain if open",2021
"NEON.PLA.D16.ABBY.06155","be751392-3216-40e3-ba7f-17196d705bde",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06007","3c16f5de-17a0-4481-865c-aad829b80a63",2021-06-03,NA,"Young leaves","yes","Number of young leaves present","101 to 1000",NA,2021
"NEON.PLA.D16.ABBY.06052","c03b249c-6a92-4bec-95d8-f3b72159a2a1",2021-06-03,NA,"Breaking needle buds","yes","Number of breaking buds","101 to 1000",NA,2021
"NEON.PLA.D16.ABBY.06287","27d69e7a-fca4-4faa-b3fe-cc44f2a0d531",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06177","fc29ad74-ff3e-44b0-b234-a5fbeddaac51",2021-06-03,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06121","c0f1badc-b7e4-4c83-9b74-b37b89236af3",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06142","c2b17c0c-c0e1-4419-b34a-29cfe0b787a8",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06134","b1ff3965-48bf-4903-814d-8a25c0c63464",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","50-74%","Individual to right of transect",2021
"NEON.PLA.D16.ABBY.06147","4f7922ea-3861-4dac-86c3-fdc74f3f9300",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06135","52007e9a-2eea-41d9-9277-01b0e41f38e7",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06155","986730cc-bb0b-4664-992c-a1b8acde49a6",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06146","918fed8c-667b-4183-9176-cb307375b329",2021-06-03,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06120","1c3117c2-c9b7-4f54-a5ce-04453edf7252",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06141","4d34f910-b57e-465e-ae16-9e5dff28011a",2021-06-03,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06143","df04638d-f138-48ff-b014-14103c5e260e",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06018","db13bda7-a42f-424e-8f9a-c941f915ae78",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06124","f449b7a8-9c4a-49f5-973d-b07cc139499a",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06143","dbcb49f3-458a-48d4-86d9-2bb458766018",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06018","e2b27cd1-f257-4f8e-96c3-38bd563ccf41",2021-06-03,NA,"Breaking leaf buds","yes","Number of breaking buds","3 to 10",NA,2021
"NEON.PLA.D16.ABBY.06091","fe323bf4-6e64-40b5-9b49-46ca19165b8e",2021-06-03,NA,"Young needles","yes","Number of young needles present","1001 to 10000",NA,2021
"NEON.PLA.D16.ABBY.06122","4e7a0a4e-b170-4ad6-b1a8-5576cfc49549",2021-06-03,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06159","079799a5-0d98-4a73-9eb8-05449c3a358c",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06128","4323d6d2-6efb-42ba-8fbb-61d0b68593a1",2021-06-03,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06144","55903cec-30bf-467c-8f96-f5df36cebb65",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06077","469b7938-d58d-4060-bed2-c7782cf7f9e9",2021-06-03,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06192","70f99632-fa8c-4a52-a6a9-2cac08f0d7ae",2021-06-03,NA,"Young needles","yes","Number of young needles present","> 10000",NA,2021
"NEON.PLA.D16.ABBY.06156","46212579-62fc-4c29-bfe0-4e1fbd42e128",2021-06-03,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06158","93f25f76-eec1-4614-b746-a2ff8e923143",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06106","b70c465b-3f34-45e7-87c4-d48ddd25222c",2021-06-03,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06136","f67db2c7-d90a-4d10-97b7-2dbe00a21d74",2021-06-03,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06284","2f5bf031-20db-487d-8fcb-1b96da720f2e",2021-06-09,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06295","3d4a4e72-f7bc-4d1d-8c4e-b7d98878f359",2021-06-09,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06295","b40cf5bd-40df-4456-827b-720c4a85796a",2021-06-09,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06163","5bc3cd7a-9b34-43b1-bc75-eec02afcf5e2",2021-06-09,NA,"Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%",NA,2021
"NEON.PLA.D16.ABBY.06159","8a9b2eb1-9e56-4042-85c1-28500ead26d1",2021-06-09,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06192","7d7ea3f5-b182-4e5d-b2d8-7b29cc7b7e92",2021-06-09,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06130","cc8d1fc5-434f-4346-bd25-2edb37ce970d",2021-06-09,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06089","2934ae2b-897f-49ee-a056-b5203c929742",2021-06-09,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06136","cc7893a7-54cc-4473-801e-49c89352f283",2021-06-09,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06153","a2c98ba4-3885-428e-bed7-a49eb2d8aefa",2021-06-09,NA,"Increasing leaf size","yes","Percentage of full size of most leaves",">= 95%",NA,2021
"NEON.PLA.D16.ABBY.06052","15d1d7cc-ab7f-4435-a283-8721a7e29d2e",2021-06-09,NA,"Breaking needle buds","uncertain","Number of breaking buds",NA,"No binoculars",2021
"NEON.PLA.D16.ABBY.06121","88231fcd-93af-435e-8eb6-ac962849b1d4",2021-06-09,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06155","a8178039-e46c-44e1-a74b-2f56d8f4ece3",2021-06-09,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06299","e747e1e0-d046-4247-b45e-3a12795e7c44",2021-06-09,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06279","abaf6f2a-2c82-4143-aec0-a0c00e343f3b",2021-06-09,NA,"Young leaves","yes","Number of young leaves present","11 to 100",NA,2021
"NEON.PLA.D16.ABBY.06281","41757ba6-e434-4751-a809-18733779925c",2021-06-09,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06122","0598b4c9-8d94-43ff-ba82-e10b3fc4b461",2021-06-09,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06138","5bcbf207-fc18-4cc2-a3fe-f86300186e3c",2021-06-09,NA,"Falling leaves","no",NA,NA,"Male catkins spent female uncertain",2021
"NEON.PLA.D16.ABBY.06148","4954efca-4921-47c2-846c-9bb671246a59",2021-06-09,NA,"Falling leaves","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06143","bff3eb88-565d-42a3-9ab4-fc60f30aa3a2",2021-06-09,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","50-74%",NA,2021
"NEON.PLA.D16.ABBY.06117","794022ce-26f4-46b3-b35c-844c1120bf46",2021-06-09,NA,"Initial growth","no",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06141","cf532c82-fd14-4942-8152-6d0958db3e62",2021-06-09,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2021
"NEON.PLA.D16.ABBY.06158","c80dcce6-ad1b-442a-b177-0b642461c000",2021-06-09,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06089","e9b3994c-19c1-464b-9c87-f9e1f534c56f",2021-06-09,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06117","9982fba3-b456-47cf-9789-6575b0bc9e55",2021-06-09,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06160","aa725ab3-73d7-4441-8ff2-18ffc4f4fe76",2021-06-09,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2021
"NEON.PLA.D16.ABBY.06299","7dd13144-9bf0-459d-8b78-010966c2d11a",2021-06-09,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06121","52dd173d-2df5-4fb0-9b80-63fe50869071",2021-06-09,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06132","a8b7cb3b-20fb-44ad-91e4-3e74862b3c47",2021-06-09,NA,"Increasing leaf size","yes","Percentage of full size of most leaves",">= 95%",NA,2021
"NEON.PLA.D16.ABBY.06149","346cc085-1b73-4ae5-91bf-bd73907edb75",2021-06-09,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","75-94%",NA,2021
"NEON.PLA.D16.ABBY.06133","ddf4865e-2395-4863-8387-2665c6fbb68e",2021-06-09,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2021
"NEON.PLA.D16.ABBY.06291","b9f98f05-51e4-4bf3-99ca-93cc338b804e",2021-06-09,NA,"Leaves","yes",NA,NA,NA,2021
"NEON.PLA.D16.ABBY.06091","aaaaa898-9011-42c9-9814-320cc4eb06e7",2021-06-09,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2021
